Gene	D10_oocyte	D14_oocyte	8w_oocyte	MII_oocyte	PN5_zygote	2cell_early	2cell_late	4cell	8cell	ICM
Ccdc86	13.7877	17.8324	20.6279	9.93374	9.20169	4.00933	28.5788	73.0174	41.503	19.2371
Tmem138	9.54091	7.73308	7.22997	12.2227	7.84637	6.096	19.404	15.0731	5.62039	10.8236
Cyb561a3	15.4456	15.805	19.4224	40.4987	17.4865	11.1634	10.6525	9.51712	23.8844	2.5592
Prpf19	1.30486	1.38853	1.01711	2.1259	1.79524	1.70012	2.22275	3.94719	3.27771	5.01357
AW112010	0	0	0	0	0	0.0580259	0	0	0	0
Ms4a15	0.0782389	0.194723	0.0251543	0.0428253	0.095988	0.233457	0.0571493	0	0	0.0303108
Ms4a18	0	0	0.0656439	0.055674	0	0	0.335446	0	0	0
Ms4a10	1.65653	2.16826	1.71534	0.424301	1.91558	0.892949	0.515202	0.362746	0	0
Ms4a8a	0	0	0	0	0	0.0351909	1.60736	0.164158	0	0
1700017D01Rik	0	0	0.119716	0	0	0.0615457	0	0.143292	0	0
1700025F22Rik	0.173427	0.437571	1.20541	0	0	3.1664	7.55694	6.33816	0	0
Ms4a13	0	0	0	0	0	0	0	0.198122	0	0
Ms4a4c	0	0	0	0	0	0	0	0	0	0
Ms4a4b	0	0	0	0	0	0	0	0	0	0
Gm8369	0	0.064366	0	0	0	0	0	0	0	0
4930526L06Rik	0	0	0.0496706	0	0.0943118	0.0764583	0	0	0	0
Ms4a1	13.6225	6.47888	50.0558	113.49	81.2001	43.5072	14.4512	1.23064	0.0737728	0.194555
Ms4a5	0	0	0	0	0	0	0	0	0	0
Ms4a6b	0	0	0	0.0872467	0	0.0594598	0	0	0	0
Ms4a4d	0	0.0592939	0.0917311	0.103844	0.349667	0.0708696	0	0	0	0
Ms4a7	0	0	0	0	0	0	0	0	0	0
Ms4a6d	5.80222	8.84336	9.57733	1.69189	7.50666	8.64498	2.07693	0	0	0.481717
Ms4a6c	0	0	0	0	0	0	0	0	0	0
Ms4a3	0.0788824	0.39423	0.706315	0	0.095779	0.271767	0.0572447	0	0	0
Oosp2	435.756	522.843	709.263	182.46	443.223	211.555	89.6098	4.55442	0.235418	0.118675
Ms4a2	0.129367	0.128617	0.0833339	0	0	0.0516487	0	0	0	0
Mrpl16	26.5864	34.9529	43.3325	12.7985	28.6684	25.2785	21.149	30.2755	48.1691	39.8954
Gif	0.404498	0.055962	0.490909	0.785204	0.495505	0.178539	0.163989	0	0	0
Olfr1417	0	0	0	0	0	0.0424893	0	0	0	0
Olfr1418	0	0	0	0	0	0	0	0	0	0
Olfr1419	0	0	0	0	0.0927616	0	0	0.058524	0	0
Oosp1	1282.31	1710.94	2030.26	6179.47	2991.81	2293.43	1989.8	125.967	14.9929	5.55371
Oosp3	518.763	700.958	905.989	2633.63	1712.39	1520.58	643.468	16.0693	1.55104	2.93485
Olfr1420	0	0	0	0	0	0	0	0	0	0
Patl1	2.91041	3.16101	3.12366	4.57737	5.5643	7.54773	6.49139	1.19534	3.83624	5.90789
Mir6994	0	0	0	0	0	0	0	0	0	0
Osbp	4.08742	4.19174	2.77387	2.47981	2.35487	1.63367	4.66296	3.53496	1.94002	2.14079
Olfr1423	0	0	0.0565954	0	0	0	0	0	0	0
Olfr1425	0	0	0	0	0	0	0	0	0	0
Olfr1424	0	0	0	0	0	0	0.189864	0	0	0
Olfr1426	0	0	0	0	0	0	0	0	0	0
Olfr1428	0	0	0	0	0	0	0	0	0	0
Olfr1427	0.088176	0	0	0	0	0	0	0	0	0
Olfr76	0	0	0	0	0	0	0	0	0	0.066409
Olfr1431	0	0	0.0560564	0	0	0	0	0	0	0
Olfr1432	0.0750879	0	0	0	0	0	0.163575	0	0	0.174574
Olfr262	0	0	0	0	0	0	0	0.134433	0	0
Olfr235	0	0	0	0	0	0	0	0	0	0
Stx3	1.77713	0.887872	0.480485	0.2228	0.226023	0.29332	2.16439	2.42446	2.56199	3.7349
Olfr1437	0	0	0	0	0	0	0	0	0	0
Olfr1436	0	0	0	0	0	0	0	0	0	0
Olfr1440	0	0	0	0	0	0	0.188086	0	0	0
Olfr1441	0	0	0	0	0	0	0	0	0	0
Pfpl	0	0	0	0	0.0187284	0	0	0	0	0
Mpeg1	0.013592	0	0	0	0	0	0	0	0	0.15795
Dtx4	0.0300542	0.0124301	0.129344	0.0888825	0.161008	0.0753079	0.0955871	0	0	0.0232831
Olfr1434	0	0	0	0	0	0	0	0	0	0
Glyat	0	0	0	0	0	0	0	0	0	0
Fam111a	0.189532	0.353065	0.733228	0.544327	1.14545	1.16554	1.12512	0.0145822	0.104144	0.763559
A330040F15Rik	3.52879	1.64094	1.90538	3.88705	2.10562	4.84796	2.61519	0	0	0
Olfr1442	0	0.0911303	0.0467142	0	0	0	0.106027	0	0	0
Olfr1443	0.0135886	0	0	0	0	0.00680348	0.0199353	0	0	0
Keg1	0	0	0.0260255	0.04429	0	0.020125	0.0295631	0	0	0
Olfr1444	0	0	0	0	0	0	0	0	0	0
Lpxn	0.241638	0	0.0517839	0.264393	0.246971	0.0200223	0.617643	0	0.315079	0.0936142
Olfr1445	0	0	0	0	0	0	0	0	0	0
Olfr1446	0	0	0	0	0	0	0	0	0.0694689	0
Olfr1447	0	0	0	0	0	0	0	0	0	0.0690077
Gm4952	0.390059	0.107911	0.194965	0.0947139	0.159339	0.172238	0	0	0	0
Gm5512	7.50053	7.5134	6.41123	1.20629	4.17131	5.04428	8.86472	9.20734	1.60502	5.0318
Olfr1448	0	0	0	0	0	0	0	0	0	0
Olfr1449	0	0	0	0	0	0	0	0	0	0
Olfr1450	0	0	0	0	0	0	0	0	0	0
Olfr1451	0	0	0	0	0	0	0	0	0	0
Olfr1453	0	0	0	0	0	0	0	0	0	0
Cntf	0	0	0	0	0	0	0.357964	0.12905	0.191773	1.95343
Zfp91Cntf	2.83493e-08	7.0746e-09	1.40398e-08	5.91097e-08	3.30012e-08	5.97735e-09	3.70185e-07	0.232207	1.99586e-07	1.26073e-07
Zfp91	2.15231	2.31836	1.6859	4.83624	4.46633	4.28311	8.68984	3.6078	2.48696	3.0789
Olfr1454	0	0	0	0	0	0	0	0	0	0
Olfr1459	0	0	0	0	0	0	0	0	0	0
Olfr1457	0	0	0	0	0	0	0	0	0	0
Olfr1461	0	0	0	0	0	0	0	0	0	0
Olfr1462	0	0	0	0	0	0	0	0	0	0
Olfr1463	0	0	0.905527	1.89836	5.25836	2.26196	0.513587	0.0678671	0	0
Olfr1465	0	0	0	0	0	0	0	0	0	0
Olfr1467	0	0	0	0	0.108344	0	0	0	0	0
Olfr1466	0.088605	0.110814	0	0	0	0.173997	0	0	0	0
Olfr1469	0	0	0	0	0	0	0	0	0	0
Olfr1471	0	0	0	0	0	0	0	0	0	0
Olfr1472	0	0	0	0	0	0	0	0	0	0
Olfr1475	0	0	0	0	0	0	0	0	0	0
Olfr1474	0	0	0	0	0	0	0	0	0	0
Olfr1477	0	0.0870313	0	0	0	0	0	0	0	0
Olfr1484	0	0	0	0	0	0	0	0	0	0
Olfr1480	0	0.108159	0	0	0	0	0	0	0	0
Olfr1487	0	0	0	0	0	0	0	0	0	0
Olfr1489	0	0	0	0	0	0	0	0	0	0
Olfr1494	0	0	0	0	0	0	0	0	0	0
Olfr1490	0	0	0	0	0	0	0	0	0	0
Olfr1491	0	0	0	0	0	0	0	0	0	0
Olfr1495	0	0	0	0	0	0	0	0	0	0
Olfr1496	0	0	0	0	0	0	0	0	0	0
Olfr1497	0	0	0	0	0	0	0	0	0	0
Olfr1500	0	0	0	0	0	0	0	0	0	0.205018
Olfr1501	0	0	0	0	0	0.0849785	0	0	0	0
Olfr1499	0	0	0	0	0	0	0	0	0	0
Olfr1502	0.0860918	0	0.0550087	0	0.104338	0	0.062403	0	0	0
Olfr1504	0.0865007	0	0	0	0	0.0424893	0	0	0.0671901	0
Olfr1505	0	0	0	0	0	0	0	0	0	0
Cep78	35.2834	27.0169	31.4227	41.9655	22.9956	23.2814	7.73164	14.467	7.98411	11.8212
C130060C02Rik	0.0649941	0	0.0416463	0	0	0.321044	0.7091	0.249288	0.0506534	0
Gnaq	2.8357	2.43493	1.49228	1.38996	2.3116	1.24596	1.12355	0.442917	0.444178	2.14112
E030024N20Rik	0.436864	0.252308	0.0933705	0.0350995	0.128538	0.13366	0.301893	1.12032	1.28501	2.98993
Mir496b	0	0	0	0	0	0	0	0	0	0
Gna14	24.1228	22.1671	36.3052	7.67891	44.2612	48.1676	27.0938	3.4956	0.545512	3.82795
Psat1	0.441644	0.146413	0.132699	0.0647413	0.289713	3.08922	74.6387	309.088	646.781	227.112
Prune2	0.129916	0.0166661	0.0115767	0.0348647	0.0166395	0.0202353	0.0756941	0.0137997	0.0281963	0.930085
Foxb2	0	0	0	0	0	0	0.0997787	0	0	0.388511
Vps13a	32.2314	24.0484	14.3482	18.9993	20.3589	18.2423	14.1568	3.22497	0.784511	2.55954
Rfk	79.7592	67.6647	49.4731	62.4609	47.0629	70.8175	59.7508	42.7077	118.579	168.93
Tle4	7.61159	7.74064	1.94353	1.91072	3.41553	3.10258	4.50641	3.67381	12.3573	8.52863
Nmrk1	4.86617	5.4358	0.882247	0	0	1.50895	6.07355	1.11835	0.401235	14.5771
Ostf1	60.1227	58.6587	43.6536	19.8142	25.0351	14.1822	20.5591	15.0036	22.529	139.31
2410127L17Rik	1.13719	0.764291	0.573776	1.18202	0.906969	0.750616	1.9109	0.496207	0.553876	2.50038
D030056L22Rik	11.0549	4.91435	1.14873	0.818054	0.611461	5.39096	128.95	149.809	35.1737	26.4378
Trpm6	0.273499	0.404981	1.92537	2.21247	1.44021	0.75851	0.21373	0.0339616	0	0
Pcsk5	0.0499711	0.0372015	0.591917	0.513312	0.68641	0.554038	0.349754	0.0132302	0.00675559	0.0732203
Gcnt1	0.194354	0.0964867	0	0.0143493	0	0.22324	0.934388	0.743404	5.86451	10.6074
Rorb	0	0.00802899	0	0	0	0	0.0178881	0.00468866	0	0.0050148
1500015L24Rik	0	0	0	0	0	0	0	0	0	0
Aldh1a1	0.0955368	0.0792	0.348454	0.104925	0.0391447	0.0793383	0.116447	0	0	1.45576
Anxa1	0.202611	0.0631064	0.0650394	0	0	0	0	0	0	0.608369
E030003E18Rik	0	0	0	0	0	0	0	0	0	0
C730002L08Rik	0	0	0	0	0	0	0	0	0	0
Aldh1a7	0.0626684	0.0389621	0.0806782	0	0.0770425	0.195187	0	0	0	0
Tmc1	0.0145436	0	0.0375316	0	0.0179586	0.0509584	0.0106664	0	0	0
Zfand5	2.28784	2.44492	2.46064	4.34612	3.90579	3.89132	5.38563	9.01274	3.06932	0.856251
4930554I06Rik	0	0	0	0	0	0	0	0	0	0
Gda	15.8957	18.6012	16.2482	22.5873	38.1311	37.8722	14.9002	2.91066	0.117866	0.0580874
1110059E24Rik	40.9658	35.724	37.7045	11.0884	35.1323	38.2132	29.5872	11.8507	27.2506	41.0928
Abhd17b	5.61884	4.6864	6.42424	12.5174	8.50797	12.8161	13.4897	1.6156	0.119088	1.35305
Klf9	0	0	0	0	0	0.129796	2.8674	4.33682	3.69709	5.87523
Mir1192	0	0	0	0	0	0	0	0	0	0
Mamdc2	0.0180813	0.0449058	0.244853	0.719293	0.736105	0.73241	0.185546	0	0.0567808	2.29736
1700028P14Rik	3.86279	2.97608	1.38987	0	0.239272	0.242468	0.214924	0.454882	0.153571	0
Tmem2	5.35841	5.20216	3.8201	3.76064	1.36131	0.707733	0.601137	0.816812	0.490641	3.3794
Ptar1	4.12665	4.89795	4.49762	4.41315	4.57362	3.27948	3.45263	6.15263	6.52737	7.36348
Fam189a2	2.08098	2.40326	3.41498	0.741848	1.6282	1.49724	0.573634	0.131806	2.32334	2.4848
Apba1	4.74925	3.6811	5.81176	9.82538	7.03437	8.16197	2.7668	0.519488	0.0272061	0.0603154
Smc5	4.17461	4.10026	3.26395	3.8349	3.89356	2.43565	3.39827	9.33151	30.9125	35.3593
Fxn	2.5261	3.94174	2.78574	1.66704	2.04943	1.55763	3.11066	13.1834	13.2782	12.4798
Pip5k1b	0.0989037	0.184348	0.175231	0.217935	0.1827	0.111089	3.00523	3.6702	0	0.172411
Fam122a	7.8807	8.57524	5.21984	19.548	2.91476	7.28603	6.13198	4.83809	1.48732	0.398897
Foxd4	0	0	0	0	0	0.0940574	0.275967	0	0.042229	0
Tmem252	0	0	0	0	0.0627045	0.0889628	0	0	0	0
Pgm5	0	0.00884184	0.0230171	0.0079156	0.044096	0.039325	0.0314057	0	0.0224231	0
Dock8	0.284342	0.262269	0.174209	0.242869	0.0721606	0.179165	0.091011	0	0.108937	0.0225926
Trpm3	0.0491228	0.0505419	0.0521533	0.227291	0.0403295	0.161342	1.37775	0.0695044	0.137089	0
Mir204	0	0	0	0	0	0	0	0	0	0
Dmrt1	0.0564813	0.0351045	0.163673	0.0310656	0.104239	0.183102	0.86794	0.108574	1.81514	2.93196
Kank1	1.28713	1.29103	2.00785	1.93043	1.71029	1.14474	2.48743	1.18072	1.01166	0.224359
Dmrt3	0	0	0	0	0	0.0131409	0.134937	0.0202519	0.0206482	0
Tjp2	7.28993	7.48057	9.73757	6.50081	8.2458	5.89076	4.51963	1.82638	2.68572	18.6343
2610016A17Rik	0	0	0	0	0	0.312038	0	0	0	0
Dmrt2	0.216309	0.0336063	0.365708	0.0595187	0.199668	0.31026	0.53432	0.0831688	0	0
Gm815	17.5398	18.0349	29.3395	14.7323	25.9144	19.0794	7.99803	0	0	0
Kcnv2	0.172146	0.0854498	0.133329	0.0381579	0.085096	0.114983	0.269478	1.0159	0.0180383	0.0444544
D19Bwg1357e	20.8683	22.2995	25.6226	5.71166	9.23672	6.79346	26.5384	96.4193	82.9821	55.7573
Cbwd1	4.07919	4.96433	3.05663	0.10838	0.567453	1.88948	19.8534	49.8862	37.6214	16.2307
Mir3084-2	0	0	0	0	0	0	0	0	0	0
Snora19	0	0	0	0	0	0	0	0	0	0
C030016D13Rik	0	0.029792	0.0154493	0.0264258	0	0.0119719	0.0526733	0.0184416	0	0
Glis3	0.591775	0.320226	4.98239	12.4156	9.8445	12.8641	10.3318	2.95822	0.250277	0.211599
D930032P07Rik	0	0	0	0	0	0.0542486	0	0	0	0
Vldlr	0.0207267	0.188539	0.124938	0.138116	0.0512913	0.130301	0.192798	0	0.0652043	0
Slc1a1	0.612133	0.279993	2.29629	2.1736	1.45147	2.02706	17.9709	42.1258	59.7779	28.2796
4430402I18Rik	1.60724	1.96118	1.08231	0.359908	0.768719	2.1219	0.500809	0	0	0
Ppapdc2	0.766619	0.925826	0.515001	0.446459	0.314983	0.234084	0.171606	0	0	0.049495
Rfx3	0.352696	0.352249	0.306313	0.658154	0.336928	0.479594	0.135702	0.0285864	0.00486574	0.0143795
Gm9895	0	0	0.0994399	0	0.748057	5.11479	14.3466	4.79009	0.844645	0.365175
Smarca2	101	108.312	93.5018	20.3238	88.6743	151.712	96.5824	8.37722	7.27974	2.43715
4931403E22Rik	0	0	1.27836	0.161751	0.184973	0.374752	0.33385	0	0	0
Insl6	0	0.600452	0	0	0	2.75822	0.568948	0.363364	0.122024	0
Rcl1	25.3215	25.2618	35.8841	7.24948	18.1368	17.9683	96.2669	197.359	224.413	66.4521
Mir101b	0	0	0	0	0	0	0	0	0	0
Rln1	0	0	0.182006	0	0	2.29239	0.206086	0	0	0
Plgrkt	0.622488	0.389857	0.3968	1.21457	0.37549	2.53671	0.674863	0	0.241117	5.14654
Cd274	0	0	0.0636537	0.0181891	0.0203003	0.329159	0.0844167	0	0	0
Pdcd1lg2	0	0	0	0.0194878	0.0217545	0.0617291	0	0	0	0
A930007I19Rik	0.136545	0.135773	0	0	0	0.0817408	0	0.0839988	0.0428175	0.0211584
Ric1	2.00566	1.63617	2.27644	7.44778	5.52652	5.075	6.69586	5.55588	0.3168	0.858485
Jak2	12.2164	10.4781	17.9667	17.5366	24.8698	26.7875	46.3296	22.1487	1.01446	0.381839
9930021J03Rik	0.382674	0.114273	0.0457657	0.086565	0.0613748	0.149275	1.00433	1.23315	0.97529	1.50423
Mlana	0	0	0	0	0	0	0	0	0	0
Ranbp6	0.372186	0.208595	0.0464905	0.106425	0.296702	0.78177	0.616632	0.933371	0.971764	1.01383
Cdc37l1	20.9109	19.9957	26.6335	31.461	33.8488	31.7001	17.1848	8.907	2.87394	8.34517
1700018L02Rik	0.0378673	0	0.00112278	0	0	0.0580943	0.0427455	0	4.43371e-29	0.0794492
Ak3	0.12144	0.111515	0.173117	0	0.138263	0.179349	0	0	0.158452	0.299975
Trpd52l3	0	0	0	0	0	0.0142308	0.0208801	0	0	0
Uhrf2	1.32279	0.56853	0.175	0.262491	0.0209276	0.279948	2.01411	1.09615	0.159796	1.79998
Gldc	0.0157512	0	0.457214	0.278778	0.174992	0.331031	6.94719	19.9271	43.4036	9.80502
Mbl2	188.889	209.883	185.075	74.159	86.7423	54.1819	16.4534	5.00942	8.70245	0.450061
Ppp1r2-ps3	2.57706	2.3879	0.356717	0.594109	0.674429	1.09349	9.46214	14.7392	11.8765	7.99024
Dkk1	4.57989	3.00569	5.14733	0.0938676	0.419973	0.496534	0.0624455	0	0.0891861	44.234
A1cf	0	0	0	0	0	0	0	0	0	0.0361603
Il33	0	0	0.285709	0.403393	0.33064	0.536115	0.270579	0	0.231859	5.53077
Asah2	0.25487	0.331365	0.336803	0.37652	0.374901	0.443757	0.569902	0	0	0
2700046G09Rik	0.0824917	0.0513378	0.106056	0	0	0.0820031	0.240938	0	0	1.34227
Minpp1	5.31491	3.06599	3.85277	7.1137	3.79963	4.52588	12.9389	21.4981	4.68074	7.47269
Ermp1	148.899	135.798	127.508	302.726	189.056	219.865	128.196	37.0532	6.75295	5.09317
Prkg1	3.13085	2.48154	5.17635	5.87999	6.10622	6.03558	2.52803	0.428006	0.0391436	0.0257111
Gm6642	0	0	0	0	0	0.0994743	1.18568	1.58465	0	0
Cstf2t	7.71269	6.21903	3.90818	1.07298	1.92369	1.20152	20.0676	37.6301	13.6754	11.162
8430431K14Rik	0	0.0267447	0.0416311	0	0	0	0	0	0	0
Papss2	0.0998604	0.020663	0.880246	1.61951	1.7254	1.00748	0.597918	0.0640347	0.0392073	0.361042
Pten	0.889171	0.695221	0.828974	1.56769	2.28168	3.13915	7.74394	6.52139	2.62302	1.84672
Sgms1	14.1191	12.3644	24.362	29.7003	26.9435	24.2791	27.0895	5.47808	1.90677	9.98063
Lipo1	1.70785	3.90478	0.607653	2.85002	1.6424	2.87585	3.09388	0.31458	0.294106	4.12646
Lipf	0.0527051	0	0.0338279	0	0	0.0261179	0	0	0	0
Lipn	0	0	0	0	0	0	0	0	0	0
Atad1	137.166	153.227	155.064	252.474	221.045	169.614	67.6527	41.5374	19.3936	13.7839
Stambpl1	0.0657611	0	1.16383	1.37161	0.0808117	0.900838	0.312548	0.025275	0.0772623	16.8778
Rnls	8.36621	9.99916	8.20721	2.57162	8.24165	7.39529	2.24892	0.12791	0.276737	1.79531
Acta2	0	0	0	0	0	0	0	0	0	0
Lipm	0	0	0	0	0	0	0	0	0	0
Ankrd22	8.24682	5.76902	2.66403	2.66397	2.19203	2.76019	20.2267	0.700886	0.0594863	0.294462
Ch25h	0	0	0	0	0.128987	0	0	0	0	0
Lipk	0	0.0355792	0.0921607	0.0629628	0.246508	0.171301	0	0	0	0
Ifit2	0	0	0	0	0	0.00752727	0	0.0694465	0	0
Ifit3	0	0	0.010455	0	0	0.0161857	0.118789	0	0	0.0251728
Fas	0.0467119	0.290867	0.27005	0	0.057195	0.0695529	0	0	0	0
I830012O16Rik	0	0	0.0310888	0	0.0395793	0	0	0	0	0.0249502
Ifit1	0.91779	1.1257	1.14488	1.31005	1.42052	1.66284	0.0861691	0.0452513	0	0.00911626
Lipa	0.0824329	0	0.0664255	0.0227343	0.0253924	0.267814	0.664477	0.618406	0.323502	0
Slc16a12	0.13837	0.0381727	2.11249	4.93283	1.53741	1.18487	0.631356	0.118315	0	0
Gm14446	1.71113	0.977643	0.926219	1.71581	1.62841	1.83635	0.343362	0	0	0.0222947
Htr7	0.493875	0.736063	1.65569	2.574	2.97195	1.43183	0.593519	0.319164	0.0310103	0.0459153
2010002M12Rik	80.2151	77.2093	130.804	96.7862	161.621	125.805	4.72905	0.999709	0.0844191	0.354047
Rpp30	79.7126	72.9206	63.8427	11.5499	19.3345	24.2779	62.8924	109.925	160.169	85.2203
Ankrd1	0	0	0	0	0	0.337739	0	0.318806	0	0.0292225
Kif20b	19.9832	19.4074	19.6837	49.7178	37.3668	28.5228	25.4175	45.7604	17.5529	8.76374
Pcgf5	6.16158	5.61906	3.42865	1.35007	1.40263	4.4348	110.5	139.322	85.2331	9.01621
Ppp1r3c	0	0	0	0	0.228209	0.462536	1.06831	1.3179	0	0
Tnks2	2.23338	1.81421	1.7281	2.68468	2.24682	1.64385	6.38894	14.1512	11.5528	6.26855
Fgfbp3	0	0	0	0	0	0.0943972	0.0831794	0	0	0
Btaf1	3.04096	2.7834	2.34516	3.44425	2.9459	2.99545	7.2064	8.85251	2.74044	2.83368
Pank1	0.00853444	0.0105877	0.0330635	0	0	0.0256724	0.137841	0.236544	0.026841	0.0330583
Mir107	0	0	0	0	0	0	0	0	0	0
Hectd2	3.02267	2.69879	4.3007	7.85734	4.02023	7.15269	2.28537	0.747212	0.386361	0.076133
1500017E21Rik	2.04416e-27	0.130811	0.0320662	0.303311	0.120062	0.159994	1.9838e-51	4.8665e-08	0	1.10839e-30
4931408D14Rik	0	0	0	0	0	0.0748261	0	0	0	0.0144928
Ide	32.8466	29.4453	17.034	16.6137	13.9551	9.43336	7.4007	17.7171	21.5478	40.2738
Kif11	36.8388	29.2364	18.986	12.4022	15.6749	6.86759	20.9882	42.8787	33.7729	22.6596
Hhex	114.501	121.574	73.7013	21.6223	57.7392	63.6375	24.4374	5.75819	6.59976	10.6368
Exoc6	13.9303	13.5519	14.3245	10.7706	8.23184	7.88766	5.24916	4.13013	10.4468	6.53335
March5	33.3445	31.4971	39.1194	35.9103	43.2202	53.4779	43.6996	16.4217	7.9761	4.51433
Cyp26c1	0.0880771	0	0.0565971	0.0481056	0	0.0218728	0.0964252	0	0	0.204739
Cyp26a1	0	0	0	0	0.137363	0.296965	0.381585	0	0	0.231226
Cpeb3	1.80169	1.39518	1.15403	1.40667	1.38175	1.24384	1.36877	1.04568	0.500007	0.208052
A330032B11Rik	0.136364	0.169607	0.0438718	0	0.12564	0.0169764	0.124611	0.104814	0.160183	0
Ffar4	0	0.0632242	0.325797	0.994853	1.05519	1.18254	0.332974	0	0.475651	0
Myof	0.0644869	0.029998	0.166566	0.286327	0.329039	0.177841	0.331429	0.0186179	0	0.537058
Pde6c	0	0	0	0	0.0261868	0.0106151	0.121374	0	0	0
Fra10ac1	49.4768	46.3483	51.5045	25.5292	37.4738	24.7075	6.92356	11.5772	12.7639	10.8028
Rbp4	0	0	0	0	0	0.131121	0	0	0	0
Slc35g1	1.0911	0.860186	0.60314	0.612624	0.662472	0.684347	1.3204	2.73188	9.28768	4.58883
Lgi1	0.0554299	0.0516017	0.277173	0.368205	0.427862	0.548069	0.630191	0.0426606	0	0.0644141
Noc3l	6.52223	7.29989	9.89326	2.52693	5.76788	5.92739	10.7776	17.4529	13.8	12.0966
Tbc1d12	0.238603	0.0174218	0.0996128	0	0.0173335	0.0843164	4.01834	1.46907	0.231544	0.543679
Plce1	15.3872	16.9576	34.082	24.6867	33.8393	19.0187	2.54703	0.247131	0.0560981	0.0460422
Cyp2c55	0	0	0	0	0	0.0162721	0.191079	0	0	0
Hells	29.1861	28.4312	32.752	57.9528	50.4442	43.4727	24.7626	38.9555	49.0612	52.8211
Cyp2c65	0	0	0	0	0.0413179	0	0	0	0	0
Cyp2c66	0	0	0	0	0	0.0206706	0	0	0	0
Cyp2c53-ps	30.2122	21.202	49.0818	8.22115	18.9921	22.434	9.54941	0.11172	0	0.0375769
Cyp2c29	9.79595	4.74099	4.97351	1.38493	3.14869	4.6152	2.02371	0.0285692	0	0
Cyp2c38	0	0	0	0	0	0	0	0	0	0
Cyp2c39	0	0	0.0912578	0.0388854	0.391948	0.264799	0.531347	0	0	0
Cyp2c67	0.0393165	0.146781	1.3327	0.95758	1.6962	0.734819	1.68477	0.850909	0	0.0558498
Cyp2c68	0	0.0935938	0.138687	0.257512	0.276972	0.145019	0.444258	0	0	0.00971402
Cyp2c40	0.0368007	0.0457845	0.670671	0.282298	0.786827	0.669635	0.0493004	0.0188542	0	0.095046
Cyp2c69	0.0375855	0	4.77013	1.60579	3.31371	2.30657	0.183074	0.0336967	0	0.014561
Cyp2c37	0	0.0450834	0.0233114	0.0397229	0	0.018036	0.0264833	0	0	0
Cyp2c54	0	0	0	0	0	0	0.246812	0	0	0
Cep55	55.4018	59.4253	69.9127	171.757	142.401	142.712	42.1109	9.79426	2.40376	21.6762
Cyp2c70	0.0392318	0	0.151357	0.944816	0.625696	0.409711	0.343874	0	0	0.151989
Pdlim1	25.7865	32.0539	29.9423	79.6156	60.5699	65.4768	24.8176	6.63703	16.6353	37.1835
Cyp2c50	0.0407533	0.20289	0.0261991	0	0.0499771	0.10751	0	0	0	0
Tctn3	2.56318	2.11352	0.862461	0.12507	0.167696	0.362546	1.31248	2.28565	5.22287	4.5077
Entpd1	1.68946	1.1534	9.47426	15.7764	12.1882	9.53949	2.26148	0.238379	0.320738	0.654433
Ccnj	8.60735	5.34772	3.67468	5.61128	3.23678	7.44678	8.28579	4.23968	2.81924	1.03985
E030044B06Rik	0	0	0.123696	0	0	0	0.14028	0	0	0
Blnk	0	0	0	0	0	0.0917586	0.650861	0	0.0961647	3.56595
Mir8092	0	0	0	0	0	0	0	0	0	0
Zfp518a	20.0244	8.07272	5.30491	12.3575	14.5482	17.4464	15.7781	11.042	6.62775	3.77603
Opalin	14.0476	14.3728	35.9111	6.08409	15.0349	15.6932	5.83953	0.436031	0	0.147132
Tll2	0	0.0666735	0.0923325	0.0395582	0.088323	0.107408	0.0655954	0	0.0140515	0
Dntt	0	0	0	0.0342266	0	0.180204	0	0	0	0
Tm9sf3	4.57819	4.01291	3.26138	3.5517	2.95025	3.56898	3.12085	1.51206	4.40004	6.28244
Aldh18a1	2.58657	2.43437	9.9413	18.4573	15.4008	15.438	9.34268	1.70541	10.9276	30.8964
Pik3ap1	0.0237685	0	0.0612611	0.0261983	0.146392	0.14242	0.0522168	0.0182814	0.0745742	0.865504
Lcor	3.18008	2.38677	2.14143	6.19616	6.4135	7.43429	3.86385	1.63502	0.365432	1.65542
Slit1	0.310827	0.28928	0.0859826	0.0123053	0.0411602	0.0278081	0.0977544	0.0769065	0	0.0172001
Gm19424	0	0	0	0	0	0	0	0	0	0
Mir8091	0	0	0	0	0	0	0	0	0	0
Frat1	0	0.029545	0	0	0	0.0356204	1.44529	7.29744	1.97707	2.13707
Frat2	0.0296668	0.0368825	0	0	0	0.0147905	0.716223	0.433377	0.16274	0.50568
Pgam1	5.74965	8.40836	7.119	8.17994	9.71537	7.22154	42.7701	104.431	173.56	184.774
Rrp12	6.55706	7.50077	5.57216	3.61622	2.19111	0.481675	9.77129	22.651	22.596	15.9635
Sorbs1	44.2926	52.5911	53.1434	106.38	75.5976	44.8049	18.8673	7.83046	19.9323	4.19664
Ubtd1	2.93344	3.8774	3.36348	3.99118	3.42741	3.87666	21.3731	67.1724	53.3214	8.39255
Ankrd2	0	0	0	0	0	0	0.0506728	0	0	0
Hoga1	0.207168	0.0515724	0.106536	0.0453121	0.101604	0.288302	0.0907602	0.572978	0.0648201	0
4933411K16Rik	0	0	0	0	0	0.0249773	0	0	0	0
Zdhhc16	13.5674	14.1115	11.2774	1.08032	2.27281	3.74488	10.3726	6.74359	4.7162	12.788
